1700201906110001|Постановление Правительства Республики Тыва от 07.06.2019 № 294 "О внесении изменений в некоторые постановления Правительства Республики Тыва"|11.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906110001|http://publication.pravo.gov.ru/File/GetFile/1700201906110001?type=pdf|PDF-файл: 61 Кб|2
1700201906100002|Постановление Верховного Хурала (парламента) Республики Тыва от 05.06.2019 № 2252 ПВХ-II "О назначении выборов депутатов Верховного Хурала (парламента) Республики Тыва третьего созыва"|10.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906100002|http://publication.pravo.gov.ru/File/GetFile/1700201906100002?type=pdf|PDF-файл: 46 Кб|1
1700201906100003|Постановление Правительства Республики Тыва от 07.06.2019 № 293 "О внесении изменений в постановление Правительства Республики Тыва от 21 мая 2010 г. № 212"|10.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906100003|http://publication.pravo.gov.ru/File/GetFile/1700201906100003?type=pdf|PDF-файл: 222 Кб|6
1700201906100001|Постановление Правительства Республики Тыва от 06.06.2019 № 292 "О внесении изменений в государственную программу Республики Тыва "Формирование современной городской среды на 2018-2022 годы"|10.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906100001|http://publication.pravo.gov.ru/File/GetFile/1700201906100001?type=pdf|PDF-файл: 672 Кб|15
1700201906070001|Постановление Правительства Республики Тыва от 05.06.2019 № 291 "О внесении изменений в состав Межведомственной конкурсной комиссии Республики Тыва по вопросам поддержки малого и среднего предпринимательства"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070001|http://publication.pravo.gov.ru/File/GetFile/1700201906070001?type=pdf|PDF-файл: 64 Кб|2
1700201906070002|Постановление Правительства Республики Тыва от 05.06.2019 № 290 "О внесении изменений в некоторые постановления Правительства Республики Тыва по вопросам разработки, реализации и оценки эффективности государственных и ведомственных целевых программ в Республике Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070002|http://publication.pravo.gov.ru/File/GetFile/1700201906070002?type=pdf|PDF-файл: 208 Кб|3
1700201906070003|Постановление Правительства Республики Тыва от 05.06.2019 № 289 "О внесении изменений в отдельные постановления Правительства Республики Тыва и признании утратившими силу некоторых постановлений Правительства Республики Тыва в связи с упразднением Конституционного суда Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070003|http://publication.pravo.gov.ru/File/GetFile/1700201906070003?type=pdf|PDF-файл: 79 Кб|2
1700201906070006|Постановление Правительства Республики Тыва от 05.06.2019 № 288 "О введении ограничений охоты на территории общедоступных охотничьих угодий в Тандинском кожууне Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070006|http://publication.pravo.gov.ru/File/GetFile/1700201906070006?type=pdf|PDF-файл: 40 Кб|1
1700201906070007|Постановление Правительства Республики Тыва от 05.06.2019 № 287 "Об утверждении Порядка добычи объектов животного мира, не отнесенных к охотничьим ресурсам и водным биологическим ресурсам, на территории Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070007|http://publication.pravo.gov.ru/File/GetFile/1700201906070007?type=pdf|PDF-файл: 487 Кб|12
1700201906070010|Постановление Правительства Республики Тыва от 05.06.2019 № 286 "О внесении изменений в государственную программу "Патриотическое воспитание граждан, проживающих в Республике Тыва, на 2019-2021 годы"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070010|http://publication.pravo.gov.ru/File/GetFile/1700201906070010?type=pdf|PDF-файл: 3337 Кб|76
1700201906070004|Постановление Правительства Республики Тыва от 05.06.2019 № 285 "Об утверждении Стратегии развития физической культуры и спорта Республики Тыва на период до 2030 года"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070004|http://publication.pravo.gov.ru/File/GetFile/1700201906070004?type=pdf|PDF-файл: 2113 Кб|30
1700201906070009|Постановление Правительства Республики Тыва от 04.06.2019 № 284 "Об утверждении Правил осуществления деятельности регионального оператора по обращению с твердыми коммунальными отходами на территории Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070009|http://publication.pravo.gov.ru/File/GetFile/1700201906070009?type=pdf|PDF-файл: 501 Кб|8
1700201906070008|Постановление Правительства Республики Тыва от 04.06.2019 № 283 "О введении особого противопожарного режима на территории Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070008|http://publication.pravo.gov.ru/File/GetFile/1700201906070008?type=pdf|PDF-файл: 232 Кб|5
1700201906070005|Постановление Правительства Республики Тыва от 04.06.2019 № 282 "Об отмене режима чрезвычайной ситуации в лесах регионального характера на территории Республики Тыва"|07.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906070005|http://publication.pravo.gov.ru/File/GetFile/1700201906070005?type=pdf|PDF-файл: 36 Кб|1
1700201906060006|Конституционный закон Республики Тыва от 05.06.2019 № 37-КЗРТ "О внесении изменений в статью 13 Конституционного закона Республики Тыва "О Правительстве Республики Тыва"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060006|http://publication.pravo.gov.ru/File/GetFile/1700201906060006?type=pdf|PDF-файл: 61 Кб|2
1700201906060001|Конституционный закон Республики Тыва от 05.06.2019 № 36-КЗРТ "О внесении изменения в статью 13 Конституционного закона Республики Тыва "О Правительстве Республики Тыва"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060001|http://publication.pravo.gov.ru/File/GetFile/1700201906060001?type=pdf|PDF-файл: 49 Кб|2
1700201906060004|Конституционный закон Республики Тыва от 05.06.2019 № 35-КЗРТ "О внесении изменений в Конституционный закон Республики Тыва "О земле"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060004|http://publication.pravo.gov.ru/File/GetFile/1700201906060004?type=pdf|PDF-файл: 56 Кб|2
1700201906060003|Закон Республики Тыва от 05.06.2019 № 509-ЗРТ "О внесении изменений в Закон Республики Тыва "О безопасности дорожного движения на территории Республики Тыва"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060003|http://publication.pravo.gov.ru/File/GetFile/1700201906060003?type=pdf|PDF-файл: 70 Кб|2
1700201906060005|Закон Республики Тыва от 05.06.2019 № 508-ЗРТ "О внесении изменений в Закон Республики Тыва "О недропользовании на территории Республики Тыва"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060005|http://publication.pravo.gov.ru/File/GetFile/1700201906060005?type=pdf|PDF-файл: 52 Кб|2
1700201906060002|Закон Республики Тыва от 05.06.2019 № 505-ЗРТ "О внесении изменения в статью 25 Закона Республики Тыва "О нормативных правовых актах Республики Тыва"|06.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906060002|http://publication.pravo.gov.ru/File/GetFile/1700201906060002?type=pdf|PDF-файл: 33 Кб|1
1700201906050005|Постановление Правительства Республики Тыва от 03.06.2019 № 280 "Об итогах деятельности Службы по гражданской обороне и чрезвычайным ситуациям Республики Тыва за 2018 год и о приоритетных направлениях деятельности на 2019 год"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050005|http://publication.pravo.gov.ru/File/GetFile/1700201906050005?type=pdf|PDF-файл: 443 Кб|10
1700201906050007|Постановление Правительства Республики Тыва от 03.06.2019 № 279 "О внесении изменений в Перечень минимума необходимых работ (услуг), выполняемых в период проведения забастовки работниками организаций (филиала, представительства и иного обособленного структурного подразделения), индивидуальных предпринимателей, деятельность которых связана с безопасностью людей, обеспечением их здоровья и жизненно важных интересов общества, на территории Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050007|http://publication.pravo.gov.ru/File/GetFile/1700201906050007?type=pdf|PDF-файл: 55 Кб|2
1700201906050002|Постановление Правительства Республики Тыва от 03.06.2019 № 278 "О внесении изменений в состав Межведомственной комиссии по делам несовершеннолетних и защите их прав при Правительстве Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050002|http://publication.pravo.gov.ru/File/GetFile/1700201906050002?type=pdf|PDF-файл: 51 Кб|2
1700201906050003|Постановление Правительства Республики Тыва от 03.06.2019 № 277 "О внесении изменений в некоторые постановления Правительства Республики Тыва в сфере образования"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050003|http://publication.pravo.gov.ru/File/GetFile/1700201906050003?type=pdf|PDF-файл: 52 Кб|2
1700201906050011|Постановление Правительства Республики Тыва от 03.06.2019 № 276 "О внесении изменений в состав межведомственного координационного совета по организации отдыха, оздоровления и занятости детей и подростков при Правительстве Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050011|http://publication.pravo.gov.ru/File/GetFile/1700201906050011?type=pdf|PDF-файл: 67 Кб|2
1700201906050006|Постановление Правительства Республики Тыва от 03.06.2019 № 275 "О внесении изменений в состав Правления Территориального фонда обязательного медицинского страхования Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050006|http://publication.pravo.gov.ru/File/GetFile/1700201906050006?type=pdf|PDF-файл: 49 Кб|2
1700201906050004|Постановление Правительства Республики Тыва от 03.06.2019 № 274 "О переименовании государственного автономного учреждения Республики Тыва "Универсальный спортивный комплекс "Субедей" в государственное автономное учреждение Республики Тыва "Спортивная школа "Субедей"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050004|http://publication.pravo.gov.ru/File/GetFile/1700201906050004?type=pdf|PDF-файл: 68 Кб|2
1700201906050008|Постановление Правительства Республики Тыва от 03.06.2019 № 273 "О внесении изменения в структуру Министерства здравоохранения Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050008|http://publication.pravo.gov.ru/File/GetFile/1700201906050008?type=pdf|PDF-файл: 55 Кб|2
1700201906050010|Постановление Правительства Республики Тыва от 03.06.2019 № 272 "О внесении изменений в Положение о Министерстве здравоохранения Республики Тыва"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050010|http://publication.pravo.gov.ru/File/GetFile/1700201906050010?type=pdf|PDF-файл: 54 Кб|2
1700201906050001|Постановление Правительства Республики Тыва от 03.06.2019 № 271 "О Государственном докладе о состоянии здоровья населения Республики Тыва в 2018 году"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050001|http://publication.pravo.gov.ru/File/GetFile/1700201906050001?type=pdf|PDF-файл: 10794 Кб|162
1700201906050012|Постановление Правительства Республики Тыва от 03.06.2019 № 270 "Об утверждении Республиканской комплексной программы по преодолению бедности в Республике Тыва на 2019-2024 годы"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050012|http://publication.pravo.gov.ru/File/GetFile/1700201906050012?type=pdf|PDF-файл: 1933 Кб|45
1700201906050009|Постановление Правительства Республики Тыва от 03.06.2019 № 265 "О внесении изменений в постановление Правительства Республики Тыва от 6 июня 2014 г. № 267"|05.06.2019|http://publication.pravo.gov.ru/Document/View/1700201906050009|http://publication.pravo.gov.ru/File/GetFile/1700201906050009?type=pdf|PDF-файл: 4686 Кб|120
